"Type","emp_id_k","fname_s","fname_t","minit_s","minit_t","lname_s","lname_t","job_id_s","job_id_t","job_lvl_s","job_lvl_t","pub_id_s","pub_id_t","hire_date_s","hire_date_t"
"In1","GSU93832F","Rodolfo",""," ","","Booth","","12","","35","","0877","","27/02/2011 07:00:55",""
"In1","GSW50005M","Joe",""," ","","Hobbs","","2","","215","","0736","","01/01/2011 11:45:43",""
"In1","G-T62761M","Louis",""," ","","Williams","","6","","152","","1756","","02/07/2004 13:19:10",""
"In1","GTA30502F","Johnathan","","T","","Schultz","","6","","192","","0736","","05/09/2011 00:52:34",""
"In1","GTI52362F","Rick","","S","","Solomon","","5","","159","","1756","","12/08/2001 06:23:58",""
"In1","GTO41620F","Sheryl","","R","","Cruz","","6","","152","","9901","","27/07/2001 15:14:13",""
"In1","GTQ43668F","Manuel",""," ","","Alexander","","9","","170","","1389","","22/04/2013 19:07:13",""
"In1","GTT73228F","Mason","","H","","Wong","","12","","100","","1622","","16/09/2016 00:45:41",""
"In1","GTV21391F","Julia",""," ","","Goodman","","12","","32","","9901","","12/11/2004 23:55:39",""
"In1","GTV54604F","Marci","","P","","Meyers","","8","","125","","9952","","11/06/2017 02:55:40",""
"In1","GUC90567F","Kirk","","N","","Booker","","4","","227","","9999","","07/01/2017 21:23:23",""
"In1","GUH39037M","Julian","","T","","Henderson","","10","","80","","0877","","26/02/2001 07:33:24",""
"In1","GUS63749M","Eddie",""," ","","Ochoa","","7","","195","","1389","","11/12/2017 01:02:16",""
"In1","GUZ92779F","Dexter",""," ","","Henry","","7","","120","","0877","","05/10/2006 06:00:27",""
"In1","GVM27829F","Julia",""," ","","Howell","","7","","120","","9999","","31/03/2015 07:49:00",""
"In1","GVR67352M","Oscar","","C","","Horton","","7","","135","","0877","","07/07/2005 22:42:22",""
"In1","GVW92622M","Ryan","","A","","Fernandez","","5","","211","","9901","","09/11/2018 18:52:57",""
"In1","GVX80986F","Angelia","","E","","Farley","","5","","150","","0877","","24/02/2018 21:35:15",""
"In1","GVY33109F","Orlando",""," ","","Benitez","","10","","165","","9901","","01/03/2009 18:47:29",""
"In1","GWG36560M","Maurice",""," ","","Bennett","","8","","125","","0736","","06/09/2013 07:02:27",""
"In1","GWQ92792M","Lori",""," ","","Collier","","10","","80","","1756","","26/04/2011 17:19:07",""
"In1","GWV63486F","Taryn",""," ","","Clayton","","10","","80","","1622","","05/09/2013 17:30:44",""
"In1","GWV87977M","Lawrence",""," ","","Payne","","9","","170","","9901","","22/10/2019 14:59:13",""
"In1","GWY20411M","Raquel","","A","","Jimenez","","10","","80","","0877","","18/12/2002 09:37:22",""
"In1","GXA73236F","Monte",""," ","","Dorsey","","12","","100","","1389","","15/10/2015 13:41:52",""
"In1","GXC22236M","Matt","","A","","Finley","","9","","170","","1389","","19/05/2018 00:42:53",""
"In1","GXL43711M","Nora",""," ","","Robles","","10","","87","","9999","","11/03/2011 18:32:44",""
"In1","GXX22539F","Celeste",""," ","","Mercer","","13","","100","","9999","","26/08/2002 10:34:03",""
"In1","GXX56041F","Kara",""," ","","Jefferson","","7","","120","","0736","","24/03/2000 15:57:44",""
"In1","GXY82939M","Darrick","","D","","Herman","","5","","159","","0877","","14/03/2015 22:33:05",""
"In1","GYA81895F","Dan",""," ","","Morales","","11","","75","","1389","","04/12/2010 14:18:55",""
"In1","GYB40585M","Chadwick","","T","","Haney","","11","","150","","9952","","22/12/2011 05:41:40",""
"In1","GYB41015M","Debra",""," ","","Woodward","","13","","35","","1756","","26/07/2012 13:46:29",""
"In1","GYE18040M","Yvette","","M","","Schroeder","","2","","215","","1389","","26/02/2004 03:00:09",""
"In1","GYF93153M","Neil","","T","","Melton","","7","","135","","1389","","06/01/2018 18:14:39",""
"In1","GYS65691F","Wade","","V","","Everett","","7","","120","","9999","","21/01/2012 02:36:30",""
"In1","GYT39162M","Kathleen",""," ","","Cisneros","","5","","175","","0736","","14/01/2000 18:52:57",""
"In1","GYW99887F","Ivan","","N","","Flores","","9","","78","","1389","","07/12/2007 13:07:17",""
"In1","GYZ14333F","Tracy","","A","","English","","7","","120","","0736","","04/03/2008 15:26:07",""
"In1","G-Z45044M","Irene","","T","","Colon","","2","","215","","1389","","02/10/2011 23:09:38",""
"In1","G-Z53572M","Lynette",""," ","","Moreno","","13","","35","","0877","","13/08/2008 03:23:56",""
"In1","GZB43265M","Johnny","","R","","Bentley","","3","","200","","0877","","22/08/2009 06:23:29",""
"In1","GZF23006F","Andrea","","N","","Nolan","","3","","200","","0736","","26/05/2009 16:43:10",""
"In1","GZM35787F","Clyde","","O","","Vasquez","","5","","175","","9901","","15/12/2018 23:38:51",""
"In1","GZO68526M","Darrin","","J","","Randolph","","5","","150","","9999","","20/05/2013 03:00:36",""
"In1","GZP13718M","Jodi","","D","","Mc Carthy","","11","","150","","9901","","05/10/2000 00:54:52",""
"In1","GZP52164F","Celeste",""," ","","Nelson","","10","","165","","9901","","25/02/2008 22:03:23",""
"In1","GZV50850M","Saul","","R","","Bush","","7","","120","","9999","","08/11/2004 01:39:53",""
"In1","GZZ64700M","Dena","","X","","Kramer","","4","","227","","9952","","22/06/2013 10:19:25",""
"In1","HAG25809M","Monique",""," ","","Bird","","11","","75","","0877","","15/09/2016 13:35:18",""
"In1","HAV80618F","Adrian",""," ","","Humphrey","","9","","170","","9952","","28/09/2003 01:20:41",""
"In1","HBA77299M","Lauren",""," ","","Bonilla","","11","","150","","1756","","27/06/2009 00:35:52",""
"In1","HBI84136F","Janette","","R","","Wilkerson","","8","","125","","1756","","19/12/2002 21:08:48",""
"In1","HBK44445M","Mason",""," ","","Weiss","","10","","165","","9901","","02/12/2011 00:39:08",""
"In1","HBP17763M","Trenton",""," ","","Luna","","5","","246","","0877","","11/03/2008 13:36:45",""
"In1","HBP18439F","Clay",""," ","","Holloway","","14","","35","","9901","","21/03/2015 23:39:03",""
"In1","HBS81702F","Olivia",""," ","","Miller","","10","","165","","9901","","18/01/2000 18:20:22",""
"In1","HBT11617F","Vanessa","","D","","Guerrero","","13","","100","","0877","","11/09/2017 08:26:41",""
"In1","HBU52905F","Jane","","E","","Heath","","11","","75","","0877","","22/12/2007 12:57:17",""
"In1","HBW22583F","Stephen",""," ","","Bernard","","8","","101","","0736","","02/09/2005 16:10:00",""
"In1","HCH29816M","Timmy",""," ","","Jacobs","","11","","112","","9952","","30/10/2017 03:25:58",""
"In1","HCL74063M","Leon","","G","","Andrews","","5","","172","","0877","","15/08/2006 01:35:17",""
"In1","HCQ10196M","Virgil",""," ","","Kerr","","8","","125","","9999","","20/03/2017 12:57:55",""
"In1","HCU50795F","Shari",""," ","","Briggs","","7","","195","","1622","","28/04/2009 14:48:26",""
"In1","HCU75189F","Earnest","","A","","Nolan","","10","","75","","1622","","20/09/2014 00:23:11",""
"In1","HDA85245F","Angelique",""," ","","Fry","","12","","35","","0877","","25/10/2016 13:20:29",""
"In1","HDI50348M","Celeste",""," ","","Welch","","9","","78","","9952","","25/05/2001 18:32:55",""
"In1","HDZ99451M","Irene",""," ","","Green","","5","","150","","1389","","14/08/2001 19:00:16",""
"In1","HEG85323M","Brandy",""," ","","Mullins","","6","","140","","9952","","31/08/2011 23:12:35",""
"In1","HEM11338M","Meghan","","D","","Benitez","","6","","220","","9901","","17/01/2003 04:25:59",""
"In1","HEM59273M","Randall",""," ","","Burgess","","11","","150","","0877","","03/08/2002 00:19:56",""
"In1","HEW79860F","Theresa","","E","","Martin","","9","","170","","1756","","04/12/2012 19:42:47",""
"In1","H-F46194M","Jamison","","E","","Brooks","","6","","220","","9999","","12/02/2012 19:26:23",""
"In1","HFD62717M","Chester",""," ","","Wilkerson","","10","","87","","9952","","10/12/2009 18:32:58",""
"In1","HFF62181M","Clay",""," ","","Scott","","5","","198","","9999","","06/12/2004 08:06:44",""
"In1","HFH29033F","Tami","","D","","Holmes","","5","","175","","9952","","21/02/2014 20:47:27",""
"In1","HFQ14726F","Ramiro",""," ","","Gardner","","14","","35","","1756","","02/05/2017 12:26:08",""
"In1","HFR15214M","Larry","","S","","Estes","","11","","150","","1756","","27/01/2005 11:51:47",""
"In1","HFV23943M","Alissa","","G","","Bishop","","13","","64","","9999","","11/03/2014 07:43:57",""
"In1","HFY58484F","Caroline","","Z","","Stanton","","10","","87","","1389","","24/06/2004 02:23:57",""
"In1","HFZ32092M","Trent","","H","","Frazier","","11","","150","","9952","","16/12/2000 15:23:25",""
"In1","HGD53554F","Nicole","","O","","Lucas","","9","","78","","1756","","11/01/2008 20:55:16",""
"In1","HGG24573M","Alison","","S","","Parsons","","10","","87","","9901","","08/08/2017 16:13:22",""
"In1","H-H20947M","Joel","","C","","Hardy","","9","","170","","1389","","03/12/2001 02:38:08",""
"In1","H-H23386M","Dwight","","T","","Osborn","","4","","227","","9952","","23/05/2000 03:29:40",""
"In1","HHK28106M","Dallas","","T","","Cameron","","8","","101","","1756","","28/01/2018 11:26:03",""
"In1","HHL95840M","Nicolas","","<NULL>","","Bowen","","13","","64","","9999","","09/01/2010 20:51:33",""
"In1","HHO34688F","Jermaine",""," ","","Fritz","","6","","152","","9901","","27/05/2019 03:07:25",""
"In1","HHY90578F","Lydia","","H","","Singh","","4","","227","","9999","","31/03/2018 14:35:47",""
"In1","HHZ21719F","Chanda","","N","","Love","","5","","150","","0877","","02/01/2011 23:44:42",""
"In1","HHZ71096F","Aimee","","M","","House","","5","","150","","0877","","11/10/2017 03:11:25",""
"In1","HID51777F","Stacie",""," ","","Blevins","","4","","227","","9901","","03/05/2015 04:28:26",""
"In1","HIF52124F","Donald",""," ","","Fisher","","11","","150","","9999","","06/01/2012 18:55:59",""
"In1","HII42707F","Julia",""," ","","Armstrong","","9","","78","","0736","","05/08/2012 20:50:55",""
"In1","HIQ27468F","Jodie",""," ","","Carey","","8","","175","","1389","","22/05/2002 06:56:31",""
"In1","HIQ35613M","Jeff","","N","","Barrera","","5","","246","","1756","","19/07/2002 16:21:16",""
"In1","HIU15065M","Jo",""," ","","Conner","","7","","120","","9952","","02/07/2002 15:57:44",""
"In1","HIU64168F","Olivia",""," ","","Boyle","","4","","227","","1622","","18/09/2007 12:33:44",""
"In1","HIX48738F","Jeffery","","P","","Ellison","","12","","32","","1756","","03/10/2002 11:30:45",""
"In1","HIX51687M","Annie","","X","","Nash","","6","","220","","1389","","21/01/2012 20:12:13",""
"In1","HJC80147F","Betsy","","A","","Curtis","","5","","211","","1389","","03/09/2011 08:10:06",""
"In1","HJF84193F","Rodolfo","","B","","Pace","","9","","170","","9999","","17/04/2001 16:36:55",""
"In1","HJI52829M","Eric","","V","","Madden","","6","","152","","1622","","06/04/2008 00:21:17",""
"In1","HJM48744M","Jessica","","A","","Wiley","","13","","35","","0736","","17/03/2001 17:13:31",""
"In1","HJN45425F","Sheila","","P","","Phelps","","8","","175","","9952","","12/09/2007 17:48:48",""
"In1","HJP82211M","Kenny",""," ","","Schultz","","10","","80","","1622","","08/10/2006 16:57:16",""
"In1","HJR23335F","Clifton",""," ","","Davila","","14","","100","","9901","","10/04/2019 16:41:37",""
"In1","HJT97745F","Summer",""," ","","Mcpherson","","11","","150","","1389","","10/04/2000 00:25:55",""
"In1","HJV36755F","Marianne","","A","","Neal","","12","","35","","0877","","01/12/2010 21:54:14",""
"In1","HJV73977M","Leroy","","A","","Daugherty","","5","","175","","0736","","24/06/2003 10:37:12",""
"In1","HJW35832F","Miranda","","B","","Boyd","","10","","165","","0736","","17/12/2016 11:54:12",""
"In1","HKA71940M","Salvatore","","N","","Spencer","","4","","227","","1756","","17/04/2019 02:05:13",""
"In1","HKD53627F","Margaret",""," ","","Hampton","","13","","35","","1756","","06/07/2006 22:57:14",""
"In1","HKI42324F","Jill","","E","","Whitehead","","8","","175","","9999","","24/03/2004 15:28:41",""
"In1","HKR85500M","Teri",""," ","","Rollins","","5","","172","","9952","","05/08/2007 15:11:34",""
"In1","HKS53901F","Marlon",""," ","","Buckley","","10","","80","","1622","","18/07/2002 17:07:43",""
"In1","HKT67000M","Norman","","L","","Sosa","","14","","35","","1622","","29/04/2018 05:39:16",""
"In1","HKW37384M","Dion",""," ","","Golden","","6","","140","","1756","","11/12/2003 02:46:26",""
"In1","HLB76066F","Neil",""," ","","Glover","","12","","35","","0736","","09/01/2008 17:29:08",""
"In1","HLI44114F","Darlene","","R","","Anthony","","8","","125","","0736","","13/09/2012 04:04:02",""
"In1","H-M74661F","Philip","","B","","Donaldson","","14","","35","","9901","","21/07/2012 22:33:39",""
"In1","HMJ36607M","Justin",""," ","","Wheeler","","5","","211","","1622","","04/07/2001 19:56:53",""
"In1","HMP28156M","Leah",""," ","","Hughes","","6","","140","","9901","","25/03/2015 15:28:45",""
"In1","HMS52887M","Adam",""," ","","Parks","","14","","35","","9952","","03/12/2016 23:21:15",""
"In1","HMW51836M","Jodie","","C","","Horne","","14","","89","","0877","","09/11/2001 17:43:37",""
"In1","HMY87594F","Henry","","R","","Ware","","7","","135","","1756","","24/04/2014 20:15:09",""
"In1","H-N99096F","Kelvin",""," ","","Barr","","6","","192","","9999","","25/07/2017 06:46:27",""
"In1","HNC65525M","Gina",""," ","","Kelley","","12","","100","","9952","","28/10/2000 01:42:49",""
"In1","HNI22143M","Rogelio",""," ","","Kramer","","9","","75","","1622","","20/06/2010 10:37:59",""
"In1","HNO81729M","Benny",""," ","","Cannon","","6","","152","","0877","","24/02/2008 11:27:12",""
"In1","HNP53604M","Darrick","","D","","Lynn","","5","","211","","0736","","06/03/2001 15:19:02",""
"In1","H-O61736F","Sherrie",""," ","","Huber","","11","","75","","0877","","09/03/2013 07:16:22",""
"In1","HOH80456F","Nicolas",""," ","","Arellano","","10","","87","","1389","","24/12/2001 00:25:39",""
"In1","HON32382M","Nicolas","","R","","Lyons","","8","","101","","0736","","04/02/2008 14:11:08",""
"In1","HOY16833M","Darryl","","C","","Moran","","13","","100","","0877","","27/02/2016 12:49:23",""
"In1","H-P23887M","Jesus","","I","","Figueroa","","7","","195","","1389","","20/06/2017 15:48:12",""
"In1","HPH66779F","Jami","","A","","Morse","","8","","175","","1756","","12/05/2004 17:06:10",""
"In1","HPO48484F","Marisol",""," ","","Michael","","7","","195","","1389","","19/10/2007 22:22:08",""
"In1","HPU70043M","Edward","","T","","Bowman","","10","","87","","9952","","09/01/2018 13:15:32",""
"In1","HPX26809F","Jackie","","G","","Ali","","9","","78","","0877","","29/09/2017 15:04:02",""
"In1","HPX51748F","Carlton",""," ","","Nielsen","","14","","35","","0877","","12/03/2004 10:32:18",""
"In1","HQB88326F","Matt","","Z","","Burgess","","12","","100","","9999","","04/09/2011 19:27:04",""
"In1","HQD35656F","Cari",""," ","","Johnston","","7","","195","","9952","","18/08/2006 05:57:00",""
"In1","HQG33101M","Pablo","","T","","Donaldson","","12","","35","","0877","","20/07/2004 14:26:32",""
"In1","HQH70987F","Lamar","","N","","King","","6","","140","","9901","","28/06/2012 18:02:34",""
"In1","HQI43685M","Jarrod",""," ","","Bass","","6","","192","","1389","","03/03/2006 03:05:50",""
"In1","HQO48950M","Damian","","W","","Mejia","","6","","220","","9952","","31/07/2006 20:05:31",""
"In1","HQQ50621F","Esmeralda",""," ","","Hughes","","14","","100","","9999","","10/07/2006 09:25:28",""
"In1","HQV42877F","Bennie",""," ","","Hill","","11","","112","","1622","","22/08/2014 01:56:43",""
"In1","HQW62700M","Marsha",""," ","","Zhang","","8","","175","","9952","","10/12/2002 20:34:43",""
"In1","HRN95776M","Jennie",""," ","","Mc Carthy","","10","","165","","1622","","17/09/2016 22:26:59",""
"In1","HRP54936F","Theodore","","B","","Poole","","9","","78","","0877","","26/05/2007 00:46:42",""
"In1","HRS51356F","Joseph",""," ","","Lynn","","6","","152","","0877","","01/07/2015 14:02:00",""
"In1","HRZ31168M","Darnell",""," ","","Lewis","","6","","220","","0736","","28/01/2008 00:54:44",""
"In1","HSB90986F","Howard","","A","","Mason","","11","","112","","9999","","12/12/2005 07:27:44",""
"In1","HSD91223M","Joanna","","S","","Holmes","","5","","211","","0877","","23/04/2012 16:22:14",""
"In1","HSF88723M","Carl","","P","","Rojas","","6","","152","","9999","","28/12/2002 01:53:17",""
"In1","HSH53498F","Lawanda",""," ","","Calhoun","","2","","215","","1756","","04/04/2000 19:42:32",""
"In1","HSH76899M","Troy","","A","","Morse","","2","","215","","9901","","15/07/2009 07:48:11",""
"In1","HSK17757F","Isaac","","H","","Mercado","","12","","35","","0877","","26/09/2007 14:17:40",""
"In1","HSZ98007M","Michele",""," ","","Jefferson","","6","","192","","0877","","11/11/2007 18:09:24",""
"In1","HTB30275M","Melisa","","C","","Hodge","","11","","75","","9999","","04/07/2006 20:41:32",""
"In1","HTC25518F","Carolyn","","A","","Ballard","","4","","227","","9999","","12/03/2001 20:16:07",""
"In1","HTF88780F","Sonia",""," ","","Shaffer","","10","","165","","1622","","26/11/2012 02:49:33",""
"In1","HTG84341F","Lesley",""," ","","Strickland","","5","","175","","1389","","22/09/2002 21:15:38",""
"In1","HTS97117F","Benny",""," ","","Wilson","","3","","200","","1389","","02/08/2002 17:59:35",""
"In1","HTU58884M","Fred",""," ","","Hammond","","9","","75","","9901","","09/09/2002 16:38:40",""
"In1","HUD22007M","Dena","","S","","Maxwell","","6","","152","","9952","","22/07/2012 07:09:29",""
"In1","HUH46007M","Austin","","D","","Hull","","3","","200","","9901","","09/11/2013 22:07:48",""
"In1","HUH54815F","Jimmie","","<NULL>","","Sullivan","","5","","211","","9952","","27/09/2018 23:37:40",""
"In1","HUP24048F","Armando","","S","","Cummings","","13","","100","","1756","","31/05/2007 21:29:56",""
"In1","HVD79349M","Kerry","","B","","Watkins","","2","","215","","9901","","11/03/2004 19:46:37",""
"In1","HVF71441M","Tara",""," ","","Tran","","12","","100","","9901","","08/03/2017 19:18:16",""
"In1","HVO89948F","Eduardo",""," ","","Galvan","","8","","101","","1756","","23/09/2015 12:00:20",""
"In1","HVQ47610F","Lorena",""," ","","Snow","","10","","87","","1389","","21/04/2015 17:00:38",""
"In1","H-W30425M","Loren","","Y","","Collins","","11","","75","","9952","","05/05/2013 05:47:34",""
"In1","HWA79678F","Brandon",""," ","","Owen","","7","","195","","1756","","08/05/2001 05:41:02",""
"In1","HWB73488M","Sonny",""," ","","Gill","","5","","159","","1622","","04/05/2012 19:07:52",""
"In1","HWE42962F","Joy",""," ","","Sweeney","","10","","165","","0736","","02/01/2001 11:36:29",""
